Sample	posterior	ESS(posterior)	likelihood	prior	
0	-3750.660419324177	3.0	-3743.566692235489	-7.093727088687765	
1	-3750.660419324177	3.0	-3743.566692235489	-7.093727088687765	
2	-3751.6865029912015	3.0	-3742.893400828019	-8.793102163182633	
3	-3749.951261336268	3.0	-3742.8379696749307	-7.113291661337227	
4	-3748.952075795127	3.1	-3742.5855940293527	-6.366481765774132	
5	-3748.952075795127	3.1	-3742.5855940293527	-6.366481765774132	
