Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-5286.948120524704	-5283.561477920991	N	-5286.948120524704	3.3866426037129216
1	-4563.656266606894	-4556.838392825183	2.0	-4563.656266606894	6.817873781710895
2	-3344.524621755051	-3345.1184783802737	3.0	-3344.524621755051	-0.5938566252226904
3	-3326.274250663116	-3333.7758178323193	4.0	-3326.274250663116	-7.50156716920328
4	-3259.255948047185	-3263.97416689825	4.2	-3259.255948047185	-4.7182188510651795
5	-3031.2274295853344	-3039.0132264953227	3.6	-3031.2274295853344	-7.785796909988132
6	-3002.6874298453595	-3013.5926387574295	3.6	-3002.6874298453595	-10.905208912070272
7	-2946.627551775702	-2957.9485760084426	3.7	-2946.627551775702	-11.321024232740589
8	-2937.1166764935256	-2958.935824813268	3.9	-2937.1166764935256	-21.819148319742585
9	-2934.515089594609	-2944.480953182533	4.8	-2934.515089594609	-9.965863587924014
10	-2903.00404616783	-2912.04543387548	5.1	-2903.00404616783	-9.04138770764998
11	-2896.217755441561	-2909.293027489529	5.1	-2896.217755441561	-13.07527204796753
12	-2891.85246376188	-2900.881214464716	5.1	-2891.85246376188	-9.028750702836128
13	-2876.0300091269546	-2885.3615008180523	5.2	-2876.0300091269546	-9.33149169109757
14	-2855.2220845330594	-2863.9553134316566	5.4	-2855.2220845330594	-8.733228898597062
15	-2845.1128793192197	-2851.636820914691	5.5	-2845.1128793192197	-6.523941595471147
16	-2837.408894870963	-2844.7163703183264	5.7	-2837.408894870963	-7.307475447363377
17	-2836.1788137277777	-2841.528413585593	5.9	-2836.1788137277777	-5.349599857815654
18	-2832.073517113071	-2836.310512090505	6.1	-2832.073517113071	-4.236994977434449
19	-2831.5217449453917	-2837.280301369173	3.6	-2831.5217449453917	-5.758556423780947
20	-2829.944201665791	-2835.2115254776327	3.6	-2829.944201665791	-5.267323811841996
21	-2828.8475300097666	-2835.180020020299	3.7	-2828.8475300097666	-6.332490010532208
22	-2822.149550170403	-2828.25048378206	3.7	-2822.149550170403	-6.1009336116571955
23	-2820.816338133759	-2826.4816386451284	3.8	-2820.816338133759	-5.665300511369255
24	-2812.4479689566533	-2819.155500629485	3.8	-2812.4479689566533	-6.707531672831319
25	-2812.261799272368	-2818.164864947869	3.9	-2812.261799272368	-5.903065675500873
26	-2812.1451874991694	-2818.5719861398034	3.9	-2812.1451874991694	-6.426798640633777
27	-2810.6563513200276	-2818.284388422239	4.0	-2810.6563513200276	-7.628037102211147
28	-2809.6164410468327	-2815.4118327392225	4.1	-2809.6164410468327	-5.79539169238964
29	-2809.488419550816	-2815.058057282631	4.3	-2809.488419550816	-5.569637731814876
30	-2808.1951917438537	-2815.3989552586568	4.4	-2808.1951917438537	-7.203763514803223
31	-2808.1325045742897	-2814.2629204080336	4.4	-2808.1325045742897	-6.130415833743761
32	-2807.978570457696	-2813.5214736820894	4.5	-2807.978570457696	-5.542903224393267
33	-2807.43127200105	-2812.8700790790517	4.5	-2807.43127200105	-5.438807078002034
34	-2807.405237376025	-2813.1780514795237	4.6	-2807.405237376025	-5.7728141034987726
35	-2807.4034160913875	-2814.572496758304	4.7	-2807.4034160913875	-7.169080666916596
36	-2807.338453278697	-2813.332773337686	4.7	-2807.338453278697	-5.99432005898869
37	-2807.3271219140624	-2812.875751289172	4.8	-2807.3271219140624	-5.548629375109657
38	-2807.1634793392245	-2812.7037611773726	4.9	-2807.1634793392245	-5.54028183814817
39	-2807.1004459177593	-2812.940197450204	4.7	-2807.1004459177593	-5.839751532444558
40	-2807.0976601303837	-2813.599723634529	4.8	-2807.0976601303837	-6.50206350414495
41	-2806.9539226070233	-2812.8244783095734	4.8	-2806.9539226070233	-5.8705557025500985
42	-2806.9416042528633	-2812.5759711591536	4.9	-2806.9416042528633	-5.63436690629029
43	-2806.9299759195364	-2812.237330380486	5.0	-2806.9299759195364	-5.307354460949744
44	-2806.9131516916063	-2812.2370466885804	5.1	-2806.9131516916063	-5.323894996973934
45	-2806.907863074867	-2812.7526125196914	5.1	-2806.907863074867	-5.844749444824687
46	-2806.8476621927716	-2812.9249873259437	5.2	-2806.8476621927716	-6.077325133172028
47	-2806.8392034804565	-2812.703491474937	5.3	-2806.8392034804565	-5.864287994480651
48	-2806.8352150909145	-2812.2622782351455	5.4	-2806.8352150909145	-5.427063144231092
49	-2806.817161313723	-2812.685780633042	4.2	-2806.817161313723	-5.868619319319383
50	-2806.808387172783	-2812.9147315515197	4.3	-2806.808387172783	-6.106344378736455
