Sample	posterior	ESS(posterior)	likelihood	prior	
0	-2819.155500629485	3.8	-2812.4479689566533	-6.707531672831319	
1	-2819.155500629485	3.8	-2812.4479689566533	-6.707531672831319	
2	-2819.155500629485	3.8	-2812.4479689566533	-6.707531672831319	
3	-2819.155500629485	3.8	-2812.4479689566533	-6.707531672831319	
4	-2818.164864947869	3.9	-2812.261799272368	-5.903065675500873	
5	-2815.4118327392225	4.1	-2809.6164410468327	-5.79539169238964	
6	-2815.3989552586568	4.4	-2808.1951917438537	-7.203763514803223	
