"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-3350.6786455635,3.71328019804084,0.000000011288417628479,10.6274688557837
"2","GTR","relaxed_log_normal","yule",-3370.71525720699,4.3933149004954,2.24307190357064e-17,18.5495930266613
"3","GTR","strict","birth_death",-3354.22124841388,4.96530421319118,0.000000000326663189984085,5.73844856881606
"4","GTR","strict","yule",-3375.07653823565,3.31680315809102,2.86261478954364e-19,7.94648773401427
"5","HKY","relaxed_log_normal","birth_death",-3353.59431173293,4.10443417942751,0.000000000611470260945252,17.4200122266856
"6","HKY","relaxed_log_normal","yule",-3357.06105847781,5.74611400836065,1.90891397928356e-11,7.41978260471236
"7","HKY","strict","birth_death",-3345.66995612995,4.75404659911363,0.00000168997099488415,4.39188394078054
"8","HKY","strict","yule",-3354.74144649303,4.87174678529977,0.000000000194169513970341,9.25896971587463
"9","JC69","relaxed_log_normal","birth_death",-3338.82192801055,3.37651004512388,0.00159198904548556,5.72043489684917
"10","JC69","relaxed_log_normal","yule",-3332.38441752458,3.17551481593377,0.994753226062349,4.60199597879834
"11","JC69","strict","birth_death",-3337.99171657337,3.63012603658167,0.00365171033799302,3.59552732785001
"12","TN93","relaxed_log_normal","birth_death",-3351.55788159236,4.02043438781368,0.0000000046858211973082,13.8047878244368
"13","TN93","relaxed_log_normal","yule",-3354.56146135649,4.66179554299816,0.00000000023245965833337,11.4601219584125
"14","TN93","strict","birth_death",-3346.13522667434,3.80181215675018,0.00000106124295647596,12.4845573639818
"15","TN93","strict","yule",-3347.37889607137,4.25148648318487,0.000000305982130613976,6.30769015714315
