Sample	posterior	ESS(posterior)	likelihood	prior	
0	-2601.179336578364	3.9	-2593.983840917678	-7.195495660685944	
1	-2601.179336578364	3.9	-2593.983840917678	-7.195495660685944	
2	-2601.179336578364	3.9	-2593.983840917678	-7.195495660685944	
3	-2601.179336578364	3.9	-2593.983840917678	-7.195495660685944	
4	-2596.518411706051	4.3	-2591.037252369286	-5.481159336765251	
5	-2597.2533466830682	4.3	-2590.5531657235124	-6.700180959555628	
6	-2596.4510320476406	4.5	-2590.174391861432	-6.276640186208635	
