"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-4471.24134294054,6.90637521221639,2.60119325697329e-14,6.78399189179006
"2","GTR","relaxed_log_normal","yule",-4461.97343556889,6.97502310932657,0.000000000275533018395677,10.4996910129094
"3","GTR","strict","birth_death",-4460.71977495992,5.8072018829555,0.000000000965231606585815,13.3406391229314
"4","GTR","strict","yule",-4455.19880581094,4.87528564384117,0.00000024118926310313,11.2798946310507
"5","HKY","relaxed_log_normal","birth_death",-4477.36214896033,6.94304524059081,5.71400137207126e-17,13.315292277652
"6","HKY","relaxed_log_normal","yule",-4445.72361947617,4.88438553681661,0.0031432513506149,7.07794423022168
"7","HKY","strict","birth_death",-4458.46153273003,5.80211184479012,0.00000000923365563538666,4.48932872965848
"8","HKY","strict","yule",-4459.9731794736,5.73315621837673,0.00000000203645038861333,9.13694341032958
"9","JC69","relaxed_log_normal","birth_death",-4445.33484286904,4.56108090753177,0.00463684571982757,5.85859827004555
"10","JC69","relaxed_log_normal","yule",-4439.97485495959,3.9109019893199,0.986360831723552,9.19374038534544
"11","JC69","strict","birth_death",-4445.10101449221,4.34037705767176,0.00585831904549091,9.52847171503477
"12","TN93","relaxed_log_normal","birth_death",-4456.61738885176,5.97637734332765,0.0000000583814912268013,9.84607456434045
"13","TN93","relaxed_log_normal","yule",-4459.98390086523,6.32368650978058,0.00000000201473343249392,6.06446109225331
"14","TN93","strict","birth_death",-4454.61049084973,5.63620017767857,0.000000434370089096525,8.66011344388766
"15","TN93","strict","yule",-4459.37766675694,5.5001061041407,0.00000000369404108337901,12.2856156746653
