"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-3789.88302935369,7.01459254395755,1.6377576240988e-14,11.7583166511769
"2","GTR","relaxed_log_normal","yule",-3773.96327353633,5.68327966585235,0.000000134311046993494,10.3549170404695
"3","GTR","strict","birth_death",-3784.20397817278,7.54641173788662,4.79325153650344e-12,11.1407725682614
"4","GTR","strict","yule",-3775.08839288388,6.97124683967532,0.0000000435992090303602,5.34083100462373
"5","HKY","relaxed_log_normal","birth_death",-3781.94193016136,6.55118685365638,4.60283269484421e-11,8.86937122786098
"6","HKY","relaxed_log_normal","yule",-3766.72152402905,4.97736709957298,0.000187570089182675,8.54468693910309
"7","HKY","strict","birth_death",-3760.08771043681,4.74161758152042,0.142623871785277,6.47255125350231
"8","HKY","strict","yule",-3769.13546185071,5.42709359877992,0.0000167804541038287,8.74954797817857
"9","JC69","relaxed_log_normal","birth_death",-3764.57437510823,5.58212809744766,0.00160567820725925,9.77125073976893
"10","JC69","relaxed_log_normal","yule",-3758.43063164418,3.93228160913181,0.747915265713579,8.77015048849352
"11","JC69","strict","birth_death",-3764.33247091366,4.49002092356234,0.002045107634137,6.81728842548594
"12","TN93","relaxed_log_normal","birth_death",-3760.39239293143,4.8511803360701,0.105164774720909,9.03700085489253
"13","TN93","relaxed_log_normal","yule",-3765.86760131731,5.26234906174088,0.000440572622808905,6.63779248528414
"14","TN93","strict","birth_death",-3773.56125264412,5.3082945892158,0.000000200773869715076,8.58359256032138
"15","TN93","strict","yule",-3782.13939848719,6.77150204055534,3.77803333073855e-11,6.1505108865744
