Sample	posterior	ESS(posterior)	likelihood	prior	
0	-3752.3055451134246	4.2	-3745.9484655161205	-6.3570795973041445	
1	-3745.4460998987015	4.5	-3738.1578993794014	-7.2882005192998385	
2	-3745.4460998987015	4.5	-3738.1578993794014	-7.2882005192998385	
3	-3741.774108044988	5.1	-3735.892295722463	-5.881812322525089	
4	-3741.774108044988	5.1	-3735.892295722463	-5.881812322525089	
5	-3741.774108044988	5.1	-3735.892295722463	-5.881812322525089	
6	-3741.7648055392992	5.2	-3735.678389964826	-6.086415574473634	
